,label
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,1
821,0
822,1
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,1
831,0
832,1
833,1
834,0
835,1
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,1
845,0
846,1
847,0
848,0
849,0
850,0
851,0
852,0
853,0
854,0
855,0
856,1
857,0
858,0
859,1
860,1
861,1
862,1
863,1
864,0
865,1
866,0
867,1
868,0
869,0
870,0
871,0
872,0
873,1
874,0
875,0
876,1
877,1
878,0
879,0
880,0
881,0
882,1
883,1
884,1
885,0
886,1
887,1
888,0
889,0
890,1
891,1
892,0
893,1
894,1
895,0
896,1
897,0
898,0
899,1
900,1
901,1
902,0
903,0
904,0
905,0
906,0
907,0
908,0
909,0
910,1
911,0
912,0
913,0
914,0
915,0
916,1
917,1
918,1
919,1
920,1
921,0
922,1
923,0
924,0
925,1
926,1
927,1
928,0
929,1
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,1
941,0
942,0
943,1
944,0
945,0
946,0
947,0
948,0
949,0
950,1
951,0
952,0
953,0
954,0
955,0
956,1
957,1
958,0
959,0
960,0
961,1
962,0
963,1
964,0
965,1
966,0
967,1
968,0
969,0
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,1
978,0
979,0
980,0
981,0
982,1
983,1
984,1
985,0
986,0
987,0
988,0
989,0
990,0
991,1
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,1
1002,1
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,1
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,1
1021,1
1022,1
1023,0
1024,0
1025,0
1026,0
1027,1
1028,0
1029,0
1030,0
1031,0
1032,0
1033,0
1034,1
1035,1
1036,1
1037,1
1038,0
1039,1
1040,0
1041,0
1042,0
1043,0
1044,1
1045,0
1046,0
1047,0
1048,0
1049,0
1050,0
1051,0
1052,0
1053,0
1054,0
1055,0
1056,0
1057,0
1058,1
1059,1
1060,1
1061,0
1062,0
1063,0
1064,0
1065,0
1066,0
1067,0
1068,0
1069,1
1070,0
1071,0
1072,0
1073,0
1074,0
1075,1
1076,1
1077,1
1078,1
1079,1
1080,1
1081,1
1082,0
1083,0
1084,1
1085,0
1086,0
1087,0
1088,1
1089,1
1090,1
1091,0
1092,0
1093,1
1094,0
1095,1
1096,0
1097,0
1098,0
1099,0
1100,0
1101,0
1102,0
1103,0
1104,0
1105,0
1106,0
1107,0
1108,0
1109,0
1110,1
1111,0
1112,1
1113,0
1114,0
1115,1
1116,0
1117,0
1118,0
1119,1
1120,0
1121,0
1122,1
1123,1
1124,0
1125,0
1126,1
1127,0
1128,0
1129,1
1130,0
1131,1
1132,0
1133,1
1134,0
1135,1
1136,0
1137,0
1138,0
1139,0
1140,0
1141,1
1142,0
1143,1
1144,0
1145,0
1146,1
1147,0
1148,1
1149,0
1150,0
1151,0
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,0
1159,1
1160,0
1161,0
1162,0
1163,1
1164,1
1165,1
1166,1
1167,1
1168,0
1169,1
1170,0
1171,1
1172,0
1173,1
1174,0
1175,1
1176,1
1177,1
1178,0
1179,1
1180,1
1181,1
1182,1
1183,0
1184,0
1185,1
1186,0
1187,0
1188,1
1189,0
1190,0
1191,0
1192,0
1193,0
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0
1202,0
1203,1
1204,0
1205,1
1206,0
1207,0
1208,0
1209,1
1210,0
1211,0
1212,1
1213,0
1214,0
1215,1
1216,1
1217,1
1218,0
1219,0
1220,1
1221,1
1222,0
1223,0
1224,0
1225,0
1226,1
1227,1
1228,0
1229,1
1230,1
1231,0
1232,0
1233,1
1234,1
1235,0
1236,0
1237,1
1238,0
1239,0
1240,1
1241,0
1242,1
1243,0
1244,0
1245,0
1246,0
1247,0
1248,0
1249,0
1250,0
1251,0
1252,0
1253,0
1254,0
1255,0
1256,1
1257,0
1258,1
1259,0
1260,1
1261,1
1262,1
1263,1
1264,1
1265,0
1266,0
1267,0
1268,0
1269,0
1270,0
1271,0
1272,0
1273,0
1274,0
1275,0
1276,0
1277,0
1278,1
1279,0
1280,0
1281,1
1282,1
1283,1
1284,0
1285,0
1286,0
1287,0
1288,1
1289,0
1290,1
1291,0
1292,0
1293,0
1294,0
1295,0
1296,1
1297,1
1298,0
1299,1
1300,0
1301,0
1302,0
1303,0
1304,1
1305,1
1306,0
1307,0
1308,0
1309,1
1310,1
1311,0
1312,0
1313,1
1314,0
1315,0
1316,0
1317,0
1318,0
1319,0
1320,0
1321,0
1322,0
1323,0
1324,0
1325,0
1326,0
1327,0
1328,0
1329,0
1330,0
1331,0
1332,0
1333,0
1334,0
1335,1
1336,0
1337,1
1338,1
1339,0
1340,1
1341,1
1342,1
1343,0
1344,0
1345,0
1346,1
1347,0
1348,1
1349,0
1350,1
1351,0
1352,0
1353,0
1354,0
1355,1
1356,0
1357,0
1358,1
1359,0
1360,0
1361,0
1362,0
1363,0
1364,1
1365,1
1366,1
1367,1
1368,1
1369,1
1370,0
1371,0
1372,0
1373,0
1374,0
1375,0
1376,0
1377,0
1378,0
1379,0
1380,0
1381,0
1382,0
1383,0
1384,0
1385,0
1386,1
1387,1
1388,0
1389,0
1390,1
1391,1
1392,1
1393,0
1394,1
1395,0
1396,0
1397,0
1398,0
1399,0
1400,0
1401,0
1402,0
1403,0
1404,0
1405,0
1406,0
1407,0
1408,0
1409,1
1410,1
1411,1
1412,0
1413,1
1414,1
1415,1
1416,0
1417,0
1418,0
1419,0
1420,0
1421,1
1422,0
1423,1
1424,0
1425,0
1426,0
1427,0
1428,0
1429,0
1430,0
1431,0
1432,0
1433,0
1434,0
1435,1
1436,1
1437,1
1438,1
1439,0
1440,0
1441,1
1442,1
1443,1
1444,0
1445,1
1446,0
1447,0
1448,1
1449,0
1450,0
1451,0
1452,0
1453,0
1454,0
1455,0
1456,0
1457,1
1458,0
1459,0
1460,1
1461,0
1462,0
1463,1
1464,1
1465,1
1466,0
1467,0
1468,1
1469,0
1470,0
1471,0
1472,0
1473,0
1474,0
1475,0
1476,0
1477,0
1478,0
1479,0
1480,0
1481,0
1482,0
1483,0
1484,0
1485,1
1486,1
1487,0
1488,0
1489,0
1490,1
1491,0
1492,1
1493,1
1494,0
1495,0
1496,1
1497,0
1498,1
1499,1
1500,0
1501,1
1502,0
1503,0
1504,0
1505,1
1506,1
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,0
1516,1
1517,1
1518,0
1519,0
1520,1
1521,0
1522,0
1523,1
1524,0
1525,0
1526,1
1527,0
1528,0
1529,0
1530,0
1531,1
1532,0
1533,0
1534,0
1535,0
1536,0
1537,1
1538,1
1539,0
1540,1
1541,0
1542,1
1543,1
1544,0
1545,1
1546,0
1547,0
1548,0
1549,1
1550,0
1551,0
1552,1
1553,1
1554,1
1555,1
1556,1
1557,1
1558,1
1559,1
1560,1
1561,0
1562,1
1563,0
1564,1
1565,0
1566,0
1567,0
1568,0
1569,0
1570,0
1571,0
1572,0
1573,1
1574,0
1575,0
1576,1
1577,0
1578,0
1579,0
1580,0
1581,0
1582,0
1583,0
1584,1
1585,0
1586,1
1587,0
1588,1
1589,1
1590,0
1591,1
1592,1
1593,1
1594,1
1595,1
1596,1
1597,0
1598,0
1599,0
1600,0
1601,1
1602,0
1603,0
1604,0
1605,0
1606,0
1607,0
1608,0
1609,1
1610,0
1611,1
1612,0
1613,1
1614,0
1615,0
1616,0
1617,0
1618,1
1619,1
1620,0
1621,0
1622,0
1623,0
1624,0
1625,0
1626,0
1627,1
1628,0
1629,0
1630,0
1631,0
1632,0
1633,0
1634,0
1635,0
1636,0
1637,1
1638,1
1639,1
1640,0
1641,0
1642,0
1643,0
1644,0
1645,1
1646,0
1647,1
1648,1
1649,0
1650,0
1651,1
1652,0
1653,1
1654,0
1655,0
1656,0
1657,0
1658,0
1659,0
1660,0
1661,0
1662,0
1663,1
1664,0
1665,0
1666,1
1667,1
1668,1
1669,0
1670,1
1671,1
1672,1
1673,1
1674,0
1675,0
1676,0
1677,1
1678,0
1679,1
1680,0
1681,0
1682,1
1683,1
1684,1
1685,0
1686,0
1687,0
1688,1
1689,1
1690,0
1691,1
1692,0
1693,0
1694,0
1695,0
1696,1
1697,0
1698,0
1699,0
1700,0
1701,1
1702,0
1703,0
1704,0
1705,0
1706,0
1707,0
1708,0
1709,0
1710,1
1711,1
1712,1
1713,0
1714,0
1715,1
1716,0
1717,1
1718,0
1719,0
1720,0
1721,0
1722,0
1723,1
1724,0
1725,1
1726,0
1727,1
1728,0
1729,1
1730,0
1731,0
1732,1
1733,1
1734,0
1735,0
1736,0
1737,0
1738,0
1739,0
1740,0
1741,0
1742,1
1743,1
1744,0
1745,1
1746,1
1747,0
1748,0
1749,0
1750,0
1751,0
1752,0
1753,0
1754,0
1755,0
1756,0
1757,0
1758,1
1759,1
1760,0
1761,0
1762,0
1763,1
1764,1
1765,0
1766,0
1767,0
1768,1
1769,0
1770,0
1771,0
1772,1
1773,0
1774,0
1775,0
1776,0
1777,0
1778,1
1779,1
1780,1
1781,1
1782,0
1783,0
1784,1
1785,0
1786,0
1787,0
1788,0
1789,0
1790,0
1791,0
1792,1
1793,1
1794,0
1795,0
1796,0
1797,1
1798,1
1799,0
1800,0
1801,0
1802,0
1803,0
1804,0
1805,0
1806,1
1807,1
1808,0
1809,0
1810,1
1811,1
1812,0
1813,0
1814,0
1815,0
1816,0
1817,1
1818,0
1819,1
1820,1
1821,1
1822,0
1823,0
1824,0
1825,1
1826,1
1827,0
1828,0
1829,1
1830,0
1831,1
1832,1
1833,1
1834,1
1835,1
1836,0
1837,1
1838,0
1839,0
1840,0
1841,1
1842,0
1843,1
1844,1
1845,0
1846,0
1847,0
1848,0
1849,0
1850,0
1851,0
1852,1
1853,1
1854,0
1855,1
1856,1
1857,0
1858,1
1859,0
1860,0
1861,0
1862,0
1863,1
1864,0
1865,0
1866,0
1867,0
1868,0
1869,0
1870,0
1871,0
1872,0
1873,1
1874,1
1875,0
1876,0
1877,0
1878,0
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,1
1894,0
1895,0
1896,0
1897,1
1898,0
1899,0
1900,0
1901,0
1902,0
1903,0
1904,1
1905,1
1906,0
1907,0
1908,0
1909,0
1910,0
1911,1
1912,0
1913,1
1914,1
1915,1
1916,1
1917,1
1918,1
1919,1
1920,0
1921,1
1922,1
1923,1
1924,1
1925,1
1926,0
1927,1
1928,0
1929,0
1930,0
1931,1
1932,0
1933,0
1934,0
1935,0
1936,1
1937,0
1938,0
1939,0
1940,0
1941,0
1942,0
1943,0
1944,0
1945,1
1946,1
1947,0
1948,0
1949,1
1950,1
1951,1
1952,0
1953,0
1954,0
1955,0
1956,1
1957,0
1958,1
1959,0
1960,1
1961,0
1962,0
1963,0
1964,0
1965,0
1966,1
1967,1
1968,0
1969,0
1970,1
1971,1
1972,0
1973,0
1974,1
1975,1
1976,0
1977,1
1978,1
1979,1
1980,1
1981,0
1982,0
1983,0
1984,1
1985,0
1986,0
1987,0
1988,0
1989,0
1990,0
1991,1
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,1
2000,0
2001,0
2002,0
2003,0
2004,0
2005,1
2006,0
2007,0
2008,0
2009,0
2010,0
2011,0
2012,1
2013,0
2014,0
2015,0
2016,1
2017,0
2018,1
2019,1
2020,0
2021,1
2022,0
2023,1
2024,1
2025,1
2026,0
2027,0
2028,0
2029,1
2030,1
2031,0
2032,1
2033,1
2034,0
2035,0
2036,0
2037,0
2038,1
2039,1
2040,0
2041,0
2042,0
2043,0
2044,0
2045,1
2046,0
2047,0
2048,0
2049,0
2050,0
2051,0
2052,0
2053,0
2054,1
2055,0
2056,1
2057,1
2058,1
2059,1
2060,0
2061,0
2062,1
2063,1
2064,0
2065,0
2066,0
2067,1
2068,0
2069,1
2070,1
2071,1
2072,0
2073,0
2074,0
2075,0
2076,0
2077,0
2078,0
2079,0
2080,0
2081,0
2082,1
2083,0
2084,1
2085,1
2086,0
2087,1
2088,0
2089,0
2090,1
2091,0
2092,1
2093,1
2094,1
2095,1
2096,0
2097,0
2098,1
2099,0
2100,0
2101,0
2102,0
2103,0
2104,0
2105,0
2106,1
2107,1
2108,1
2109,0
2110,1
2111,1
2112,1
2113,0
2114,1
2115,0
2116,0
2117,0
2118,0
2119,0
2120,1
2121,0
2122,0
2123,0
2124,0
2125,0
2126,0
2127,1
2128,1
2129,1
2130,0
2131,1
2132,0
2133,1
2134,1
2135,0
2136,0
2137,0
2138,0
2139,0
2140,0
2141,0
2142,0
2143,0
2144,0
2145,0
2146,0
2147,0
2148,0
2149,0
2150,1
2151,0
2152,0
2153,0
2154,0
2155,0
2156,0
2157,0
2158,1
2159,0
2160,0
2161,1
2162,0
2163,1
2164,0
2165,0
2166,0
2167,0
2168,1
2169,1
2170,0
2171,0
2172,0
2173,0
2174,0
2175,0
2176,0
2177,0
2178,0
2179,0
2180,1
2181,1
2182,0
2183,1
2184,1
2185,0
2186,0
2187,1
2188,1
2189,1
2190,0
2191,0
2192,0
2193,0
2194,0
2195,1
2196,0
2197,0
2198,0
2199,0
2200,0
2201,1
2202,0
2203,1
2204,1
2205,1
2206,1
2207,1
2208,0
2209,0
2210,1
2211,1
2212,0
2213,0
2214,1
2215,0
2216,0
2217,0
2218,0
2219,0
2220,0
2221,0
2222,0
2223,0
2224,0
2225,0
2226,0
2227,1
2228,0
2229,0
2230,0
2231,0
2232,0
2233,0
2234,0
2235,1
2236,0
2237,1
2238,0
2239,0
2240,0
2241,0
2242,0
2243,1
2244,1
2245,1
2246,1
2247,0
2248,0
2249,0
2250,0
2251,0
2252,0
2253,0
2254,0
2255,0
2256,0
2257,1
2258,0
2259,1
2260,1
2261,1
2262,1
2263,1
2264,0
2265,1
2266,0
2267,1
2268,0
2269,0
2270,0
2271,0
2272,0
2273,0
2274,0
2275,0
2276,1
2277,1
2278,1
2279,1
2280,1
2281,1
2282,0
2283,0
2284,0
2285,0
2286,0
2287,0
2288,1
2289,1
2290,0
2291,1
2292,0
2293,1
2294,0
2295,0
2296,1
2297,0
2298,0
2299,0
2300,0
2301,1
2302,1
2303,1
2304,1
2305,0
2306,0
2307,1
2308,0
2309,0
2310,1
2311,0
2312,0
2313,0
2314,0
2315,0
2316,0
2317,0
2318,0
2319,0
2320,1
2321,1
2322,0
2323,0
2324,1
2325,1
2326,0
2327,0
2328,0
2329,0
2330,0
2331,0
2332,1
2333,0
2334,0
2335,1
2336,0
2337,0
2338,0
2339,0
2340,0
2341,1
2342,0
2343,1
2344,1
2345,1
2346,0
2347,1
2348,1
2349,0
2350,1
2351,1
2352,1
2353,0
2354,0
2355,0
2356,0
2357,1
2358,0
2359,0
2360,0
2361,0
2362,1
2363,1
2364,0
2365,1
2366,1
2367,1
2368,0
2369,0
2370,0
2371,0
2372,0
2373,0
2374,0
2375,1
2376,0
2377,0
2378,0
2379,0
2380,1
2381,0
2382,0
2383,0
2384,0
2385,1
2386,1
2387,1
2388,1
2389,1
2390,0
2391,0
2392,0
2393,0
2394,0
2395,0
2396,0
2397,0
2398,0
2399,0
2400,1
2401,0
2402,0
2403,0
2404,0
2405,1
2406,0
2407,1
2408,0
2409,1
2410,1
2411,1
2412,1
2413,1
2414,0
2415,0
2416,1
2417,0
2418,1
2419,1
2420,0
2421,0
2422,0
2423,0
2424,0
2425,0
2426,0
2427,0
2428,0
2429,0
2430,0
2431,0
2432,0
2433,0
2434,1
2435,0
2436,1
2437,0
2438,1
2439,1
2440,0
2441,0
2442,1
2443,0
2444,0
2445,1
2446,1
2447,0
2448,0
2449,0
2450,0
2451,0
2452,0
2453,0
2454,0
2455,0
2456,1
2457,0
2458,0
2459,1
2460,1
2461,0
2462,1
2463,0
2464,1
2465,0
2466,0
2467,0
2468,0
2469,0
2470,1
2471,0
2472,0
2473,0
2474,0
2475,0
2476,0
2477,0
2478,1
2479,1
2480,1
2481,1
2482,0
2483,1
2484,1
2485,0
2486,0
2487,1
2488,1
2489,1
2490,0
2491,0
2492,0
2493,0
2494,0
2495,0
2496,0
2497,0
2498,0
2499,0
2500,0
2501,0
2502,0
2503,0
2504,1
2505,1
2506,0
2507,0
2508,0
2509,0
2510,0
2511,0
2512,1
2513,0
2514,0
2515,1
2516,0
2517,0
2518,0
2519,1
2520,1
2521,1
2522,0
2523,0
2524,1
2525,0
2526,0
2527,0
2528,0
2529,1
2530,0
2531,0
2532,1
2533,1
2534,1
2535,1
2536,0
2537,0
2538,0
2539,1
2540,0
2541,0
2542,0
2543,0
2544,0
2545,1
2546,0
2547,0
2548,0
2549,0
2550,0
2551,0
2552,0
2553,0
2554,1
2555,1
2556,1
2557,0
2558,0
2559,1
2560,0
2561,0
2562,1
2563,0
2564,1
2565,0
2566,0
2567,1
2568,0
2569,1
2570,0
2571,1
2572,0
2573,0
2574,0
2575,0
2576,0
2577,1
2578,0
2579,0
2580,0
2581,0
2582,1
2583,1
2584,0
2585,1
2586,1
2587,0
2588,0
2589,0
2590,0
2591,0
2592,0
2593,0
2594,0
2595,0
2596,1
2597,0
2598,0
2599,0
2600,0
2601,0
2602,0
2603,0
2604,0
2605,0
2606,0
2607,1
2608,1
2609,0
2610,1
2611,1
2612,0
2613,0
2614,0
2615,1
2616,0
2617,1
2618,0
2619,0
2620,1
2621,0
2622,1
2623,0
2624,0
2625,0
2626,0
2627,0
2628,0
2629,0
2630,1
2631,1
2632,1
2633,0
2634,1
2635,1
2636,1
2637,1
2638,1
2639,0
2640,0
2641,0
2642,0
2643,1
2644,1
2645,0
2646,1
2647,1
2648,0
2649,1
2650,0
2651,0
2652,0
2653,0
2654,0
2655,0
2656,0
2657,1
2658,1
2659,0
2660,1
2661,1
2662,0
2663,0
2664,1
2665,1
2666,0
2667,0
2668,1
2669,1
2670,0
2671,1
2672,0
2673,0
2674,0
2675,0
2676,1
2677,0
2678,0
2679,0
2680,0
2681,1
2682,1
2683,0
2684,0
2685,1
2686,0
2687,1
2688,0
2689,1
2690,1
2691,0
2692,0
2693,0
2694,0
2695,0
2696,0
2697,0
2698,0
2699,0
2700,0
2701,0
2702,0
2703,0
2704,1
2705,1
2706,1
2707,0
2708,1
2709,0
2710,1
2711,1
2712,1
2713,1
2714,1
2715,1
2716,1
2717,1
2718,1
2719,1
2720,0
2721,0
2722,0
2723,0
2724,0
2725,0
2726,0
2727,0
2728,0
2729,1
2730,1
2731,1
2732,1
2733,1
2734,1
2735,1
2736,0
2737,0
2738,0
2739,0
2740,1
2741,0
2742,0
2743,0
2744,0
2745,0
2746,1
2747,0
2748,0
2749,0
2750,1
2751,1
2752,0
2753,0
2754,1
2755,1
2756,1
2757,0
2758,0
2759,1
2760,0
2761,1
2762,1
2763,0
2764,1
2765,0
2766,1
2767,0
2768,0
2769,1
2770,0
2771,0
2772,0
2773,0
2774,0
2775,0
2776,0
2777,0
2778,0
2779,0
2780,0
2781,0
2782,0
2783,0
2784,0
2785,1
2786,0
2787,0
2788,0
2789,0
2790,0
2791,0
2792,0
2793,0
2794,0
2795,0
2796,1
2797,0
2798,0
2799,0
2800,0
2801,0
2802,0
2803,0
2804,0
2805,0
2806,0
2807,0
2808,0
2809,0
2810,1
2811,0
2812,0
2813,0
2814,0
2815,0
2816,1
2817,0
2818,0
2819,0
2820,0
2821,0
2822,0
2823,0
2824,0
2825,0
2826,0
2827,0
2828,0
2829,1
2830,0
2831,1
2832,0
2833,0
2834,0
2835,0
2836,0
2837,0
2838,0
2839,0
2840,1
2841,0
2842,0
2843,0
2844,0
2845,0
2846,0
2847,0
2848,0
2849,0
2850,0
2851,0
2852,0
2853,0
2854,0
2855,1
2856,0
2857,0
2858,0
2859,0
2860,0
2861,0
2862,0
2863,1
2864,0
2865,0
2866,0
2867,0
2868,0
2869,0
2870,0
2871,1
2872,0
2873,0
2874,0
2875,0
2876,0
2877,0
2878,0
2879,0
2880,1
2881,0
2882,0
2883,0
2884,0
2885,0
2886,0
2887,0
2888,0
2889,0
2890,0
2891,0
2892,0
2893,0
2894,1
2895,0
2896,1
2897,1
2898,1
2899,0
2900,0
2901,0
2902,0
2903,0
2904,0
2905,0
2906,0
2907,0
2908,0
2909,0
2910,0
2911,0
2912,0
2913,0
2914,0
2915,1
2916,1
2917,0
2918,0
2919,0
2920,0
2921,0
2922,0
2923,0
2924,0
2925,0
2926,0
2927,0
2928,0
2929,1
2930,0
2931,0
2932,0
2933,0
2934,0
2935,1
2936,0
2937,0
2938,0
2939,0
2940,0
2941,0
2942,0
2943,0
2944,1
2945,0
2946,0
2947,0
2948,0
2949,0
2950,0
2951,0
2952,0
2953,0
2954,0
2955,0
2956,0
2957,0
2958,0
2959,0
2960,0
2961,0
2962,1
2963,0
2964,0
2965,0
2966,0
2967,0
2968,0
2969,0
2970,0
2971,0
2972,0
2973,1
2974,0
2975,1
2976,1
2977,0
2978,0
2979,1
2980,0
2981,0
2982,0
2983,1
2984,0
2985,0
2986,0
2987,0
2988,0
2989,0
2990,0
2991,0
2992,0
2993,0
2994,0
2995,0
2996,0
2997,0
